,年度,縣市別,序號,醫療院所名稱,醫療院所十碼代碼,郵遞區號,地    址
1123,2014,桃園縣,1124,泰千診所,3532131144,336,桃園縣復興鄉羅浮村5鄰127號
1124,2014,桃園縣,1125,高揚威診所,3532131135,336,桃園縣復興鄉澤仁村忠孝路32號
1125,2014,新竹縣,1126,王伯堅診所,3533052240,302,新竹縣竹北市光明一路１７０號１－２樓
1126,2014,新竹縣,1127,陳壽祥小兒科診所,3533051583,302,新竹縣竹北市光明六路３０３之２號
1127,2014,新竹縣,1128,德安聯合診所 ,3533031732,310,新竹縣竹東鎮長春路二段１２３號
1128,2014,新竹縣,1129,竹北市衛生所,2333050018,302,新竹縣竹北市光明二街89號
1129,2014,新竹縣,1130,游丞顯小兒科診所,3533051921,302,新竹縣竹北巿文興路一段78號1.2F
1130,2014,新竹縣,1131,惠慎診所,3533052044,302,新竹縣竹北市光明九路9-15號
1131,2014,新竹縣,1132,東元綜合醫院,1533050039,302,新竹縣竹北市縣政二路69號
1132,2014,新竹縣,1133,大安醫院,1533051063,302,新竹縣竹北市博愛街318巷6號
1133,2014,新竹縣,1134,新仁醫院,1533050011,302,新竹縣竹北市博愛街331號
1134,2014,新竹縣,1135,劉信志診所,3533051627,302,新竹縣竹北巿光明一路242號
1135,2014,新竹縣,1136,彭福麒小兒科診所,3533050273,302,新竹縣竹北巿博愛街376號
1136,2014,新竹縣,1137,張嘉榮診所,3533051770,302,新竹縣竹北市光明1路392-1號
1137,2014,新竹縣,1138,瑞麟診所,3533050460,302,新竹縣竹北市中山路460號
1138,2014,新竹縣,1139,健祥小兒科診所,3533051930,302,新竹縣竹北巿莊敬五街六號
1139,2014,新竹縣,1140,傅仁良小兒科診所,3533051547,302,新竹縣竹北市博愛街172號
1140,2014,新竹縣,1141,翁佩魁小兒科診所,3533051832,302,新竹縣竹北市勝利五路50號
1141,2014,新竹縣,1142,李克隆小兒科診所,3533051716,302,新竹縣竹北市光明六路831號
1142,2014,新竹縣,1143,彭聖勇兒內科診所,3533051556,302,新竹縣竹北市博愛街310號
1143,2014,新竹縣,1144,謝連中診所,3533051672,302,新竹縣竹北市光明1路392-1號
1144,2014,新竹縣,1145,曾文智診所,3533050380,302,新竹縣竹北市中正西路31號
1145,2014,新竹縣,1146,柏安耳鼻喉科診所,3533051510,302,新竹縣竹北市嘉豐六路一段31號 
1146,2014,新竹縣,1147,麥建方小兒科診所,3533051903,302,新竹縣竹北市勝利五路27號
1147,2014,新竹縣,1148,洪瑞聰小兒專科診所,3533052222,302,新竹縣竹北市成功8路100號
1148,2014,新竹縣,1149,竹東鎮衛生所,2333030016,310,新竹縣竹東鎮中正路221號
1149,2014,新竹縣,1150,台北榮總新竹分院,0633030010,310,新竹縣竹東鎮中豐路一段81號
1150,2014,新竹縣,1151,台大醫院竹東分院,0433030016 ,310,新竹縣竹東鎮至善路52 號
1151,2014,新竹縣,1152,竹信醫院,1533030046,310,新竹縣竹東鎮仁愛路196號
1152,2014,新竹縣,1153,林醫院,1533030028,310,新竹縣竹東鎮東林路76號
1153,2014,新竹縣,1154,徐鈞平內科診所,3533030539,310,新竹縣竹東鎮長春路二段89號
1154,2014,新竹縣,1155,呂紹達內科診所,3533030440,310,新竹縣竹東鎮大同路19號
1155,2014,新竹縣,1156,張國珍小兒科診所,3533031876,310,新竹縣竹東鎮北興路三段99號
1156,2014,新竹縣,1157,王仁俊小兒科,3533030637,310,新竹縣竹東鎮竹榮街31號
1157,2014,新竹縣,1158,葉治威外科診所,3533030342,310,新竹縣竹東鎮東寧路三段21號1樓
1158,2014,新竹縣,1159,張景隆小兒科診所,3533031796,310,新竹縣竹東鎮東峰路52號
1159,2014,新竹縣,1160,安慎診所,3533031689,310,新竹縣竹東鎮長安路113號
1160,2014,新竹縣,1161,崇光小兒專科診所,3533031821,310,新竹縣竹東鎮長春路三段188號
1161,2014,新竹縣,1162,仁慈醫院,1133060019,303,新竹縣湖口鄉忠孝路29號
1162,2014,新竹縣,1163,湖口衛生所,7533060513,303,新竹縣湖口鄉中興街36號
1163,2014,新竹縣,1164,新豐鄉衛生所,2333080016,304,新竹縣新豐鄉建興路2段748巷25號
1164,2014,新竹縣,1165,正翔診所,3533081321,304,新竹縣新豐鄉建興路2段753號
1165,2014,新竹縣,1166,吳家仁小兒科診所,3533080299,304,新竹縣新豐鄉新興路245號
1166,2014,新竹縣,1167,羅世績診所,3533080226,304,新竹縣新豐鄉建興路1段154-10號
1167,2014,新竹縣,1168,瀚華診所,3533081518,304,新竹縣新豐鄉新市路3號
1168,2014,新竹縣,1169,永杏小兒科診所,3533081536,304,新竹縣新豐鄉新興路75號
1169,2014,新竹縣,1170,陳能照診所,3533021478,305,新竹縣新埔鎮中正路470巷3號
1170,2014,新竹縣,1171,陳逸鴻診所,3533020195,305,新竹縣新埔鎮中正路330號
1171,2014,新竹縣,1172,新埔鎮衛生所,2333020010,305,新竹縣新埔鎮中正路758號
1172,2014,新竹縣,1173,哈佛診所,3533011374,306,新竹縣關西鎮正義路62號
1173,2014,新竹縣,1174,朱內科診所,3533010162,306,新竹縣關西鎮正義路120號
1174,2014,新竹縣,1175,關西衛生所,2333010014,306,新竹縣關西鎮中山路207號
1175,2014,新竹縣,1176,謝小兒科診所,3533010055,306,新竹縣關西鎮北斗里正義路34號
1176,2014,新竹縣,1177,寶山衛生所,2333100013,308,新竹縣寶山鄉雙溪村7鄰雙園路二段273號
1177,2014,新竹縣,1178,民安診所,3533100027,308,新竹縣寶山鄉雙新村寶新路一段49號
1178,2014,新竹縣,1179,芎林鄉衛生所,2333090012,307,新竹縣芎林鄉文山路532號
1179,2014,新竹縣,1180,平安診所,3533090044,307,新竹縣芎林鄉文衡路442號1樓
1180,2014,新竹縣,1181,橫山鄉衛生所,2333070010,312,新竹縣橫山鄉大肚村新興街141巷10號
1181,2014,新竹縣,1182,北埔鄉衛生所,2333110019,314,新竹縣北埔鄉北埔街90號
1182,2014,新竹縣,1183,峨眉鄉衛生所,2333120015,315,新竹縣峨眉鄉峨眉村峨眉街2鄰5號
1183,2014,新竹縣,1184,尖石鄉衛生所,2333230011,313,新竹縣尖石鄉嘉樂村2鄰61號
1184,2014,新竹縣,1185,五峰鄉衛生所,2333140017,311,新竹縣五峰鄉大隘村六鄰99號
1185,2014,新竹市,1186,江婦產科,3512010939,300,新竹市東區三民里民族路１２５號 
1186,2014,新竹市,1187,東區衛生所,2312010014,300,新竹市東區民族路40-2號
1187,2014,新竹市,1188,安慎診所,3512011276,300,新竹市東區中央路128號
1188,2014,新竹市,1189,謝碧祥診所,3512011187,300,新竹市東區光復路2段254號
1189,2014,新竹市,1190,趙永康小兒科診所,3512012906,300,新竹市東區北大路25號
1190,2014,新竹市,1191,清華診所,3512011098,300,新竹市東區建功一路64號4樓
1191,2014,新竹市,1192,新竹國泰醫院,1112010528,300,新竹市東區中華路2段678號
1192,2014,新竹市,1193,石銘煌診所,3512011070,300,新竹市東區東門街138號
1193,2014,新竹市,1194,林啟銘內兒科診所,3512010135,300,新竹市東區中央路192號
1194,2014,新竹市,1195,莊乾信內兒科診所,3512010671,300,新竹市東區大同路14號1樓
1195,2014,新竹市,1196,欣欣診所,3512013467,300,新竹市東區光復路一段147號
1196,2014,新竹市,1197,慈佑小兒科診所,3512012899,300,新竹市東區民主路49號
1197,2014,新竹市,1198,邱診所,3512010822,300,新竹市東區南大路441號
1198,2014,新竹市,1199,?民真平聯合診所,3512013065,300,新竹市東區民族路84-1號
1199,2014,新竹市,1200,賴閔宦小兒科診所,3512013225,300,新竹市東區南大路387-1號
1200,2014,新竹市,1201,廖慧敏小兒科診所,3512013305,300,新竹市東區東門街69號
1201,2014,新竹市,1202,張漢傑小兒科,3512010868,300,新竹市東區南門街14號
1202,2014,新竹市,1203,蘇釗人診所,3512011436,300,新竹市東區東門街86號
1203,2014,新竹市,1204,恩慈診所,3512011285,300,新竹市東區建功一路2號102室
1204,2014,新竹市,1205,林芳勝診所,3512010528,300,新竹市東區東山街52號1樓
1205,2014,新竹市,1206,葉佳全小兒科,3512011329,300,新竹市東區民權路199號
1206,2014,新竹市,1207,謝承霖兒童診所,3512013384,300,新竹市東區民族路60號
1207,2014,新竹市,1208,康?診所,3512013485,300,新竹市東區光復路一段362-2號
1208,2014,新竹市,1209,南門醫院,1512011185,300,新竹市東區林森路20號
1209,2014,新竹市,1210,范診所,3512010724,300,新竹市東區長春街39號
1210,2014,新竹市,1211,成民內科診所,3512013145,300,新竹市東區科學園路5號2樓
1211,2014,新竹市,1212,蘇銘煜診所,3512010902,300,新竹市東區光復路一段301號
1212,2014,新竹市,1213,鍾小兒科診所,3512010340,300,新竹市東區民權路70號
1213,2014,新竹市,1214,吳廷臣診所,3512011034,300,新竹市東區中央路176號1樓
1214,2014,新竹市,1215,苑芝珊診所,3512010715,300,新竹市東區建功一路59巷22號
1215,2014,新竹市,1216,廖明厚小兒科診所,3512011150,300,新竹市東區民族路130號
1216,2014,新竹市,1217,吳憲一內兒科診所,3512010288,300,新竹市東區西大路135巷12號
1217,2014,新竹市,1218,吳雨圭診所,3512011221,300,新竹市東區中正路55號
1218,2014,新竹市,1219,謝德貴兒童診所,3512013645,300,新竹光東區復路一段360-2號
1219,2014,新竹市,1220,新竹馬偕醫院,1112010519,300,新竹市東區光復路二段690號
1220,2014,新竹市,1221,林正弘小兒科診所,3512012773,300,新竹市東區光華東街16號
1221,2014,新竹市,1222,啟恩小兒科診所,3512012728,300,新竹市東區中央路269號1樓
1222,2014,新竹市,1223,簡小兒科內科,3512010617,300,新竹市東區西大路364號
1223,2014,新竹市,1224,佳醫診所,3512013654,300,新竹市東區中華路2段704號
1224,2014,新竹市,1225,億安診所,3512013565,300,新竹市東區民族路112號
1225,2014,新竹市,1226,北區衛生所,2312041028,300,新竹市北區國華街69號1樓
1226,2014,新竹市,1227,邊子揚診所,3512040446,300,新竹市北區中正路277號
1227,2014,新竹市,1228,林敬堯親子診所,3512042600,300,新竹市北區湳雅街120號
1228,2014,新竹市,1229,杏春內兒科,3512040124,300,新竹市北區民富街101號
1229,2014,新竹市,1230,實和診所,3512042315,300,新竹市北區中山路29號
1230,2014,新竹市,1231,張錚小兒科,3512040893,300,新竹市北區中正路317號
1231,2014,新竹市,1232,陳君毅小兒科,3512042208,300,新竹市北區西大路738號
1232,2014,新竹市,1233,張桓小兒科,3512040982,300,新竹市北區林森路250號1樓
1233,2014,新竹市,1234,國立台灣大學附設醫院新竹分院,0112040016,300,新竹市北區經國路一段442巷25號
1234,2014,新竹市,1235,國軍新竹地區附設民眾診療處,0512040014,300,新竹市北區武陵路3號
1235,2014,新竹市,1236,劉復國診所,3512040599,300,新竹市北區中山路48號
1236,2014,新竹市,1237,郭啟昱小兒科診所,3512042324,300,新竹市北區西大路664號
1237,2014,新竹市,1238,台安耳鼻喉科診所,3512040955,300,新竹市北區北大路466號
1238,2014,新竹市,1239,簡志澔小兒科診所,3512040777,300,新竹市北區延平路一段165號
1239,2014,新竹市,1240,新生醫院,1412040022,300,新竹市北區西門街120號
1240,2014,新竹市,1241,新中興醫院,1512040051,300,新竹市北區興南街43號
1241,2014,新竹市,1242,平和醫療社團法人和平醫院,0912040012,300,新竹和北區平路86-1號
1242,2014,新竹市,1243,莊士易內科心臟內科診所,3512042262,300,新竹市北區中山路275號
1243,2014,新竹市,1244,新竹榮民之家醫務室,2712040010,300,新竹市北區崧嶺路57巷41號
1244,2014,新竹市,1245,陳志成耳鼻喉科診所,3512042520,300,新竹市北區西大路619號
1245,2014,新竹市,1246,香山衛生所,2312050018,300,新竹市香山區牛埔路428號
1246,2014,新竹市,1247,元培診所,3512051341,300,新竹市香山區元培街306號
1247,2014,新竹市,1248,德康診所,3512051350,300,新竹市香山區內湖路47號
1248,2014,新竹市,1249,恩輝診所,3512050111,300,新竹市香山區內湖路60號
1249,2014,苗栗縣,1250,苗栗市衛生所,2335010012,360,苗栗縣苗栗市建民街28號
1250,2014,苗栗縣,1251,慢性病防治所,2235010010,360,苗栗縣苗栗市建民街28號
1251,2014,苗栗縣,1252,衛生福利部苗栗醫院,0135010016,360,苗栗縣苗栗市為公路747號
1252,2014,苗栗縣,1253,大千醫院,1535010051,360,苗栗縣苗栗市恭敬里恭敬路36號
1253,2014,苗栗縣,1254,新生醫院,1435010013,360,苗栗縣苗栗市新東街116號
1254,2014,苗栗縣,1255,協和醫院,1535010024,360,苗栗縣苗栗市中正路1367號
1255,2014,苗栗縣,1256,弘大醫院,1535011156,360,苗栗縣苗栗市新東街125號
1256,2014,苗栗縣,1257,蕭銘賢診所,3535012315,360,苗栗縣苗栗市中正路236號
1257,2014,苗栗縣,1258,蔡志弦診所,3535012342,360,苗栗縣苗栗市建功里中正路346號
1258,2014,苗栗縣,1259,詹求孚診所,3535010553,360,苗栗縣苗栗市中正路468號
1259,2014,苗栗縣,1260,劉文淦小兒科,3535010704,360,苗栗縣苗栗市至公路207號
1260,2014,苗栗縣,1261,李仁超小兒科,3535010713,360,苗栗縣苗栗市中正路125號
1261,2014,苗栗縣,1262,吳昆展小兒科,3535012173,360,苗栗縣苗栗市中正路69號
1262,2014,苗栗縣,1263,台糖診所,3535012075,360,苗栗縣苗栗市中正路1293號
1263,2014,苗栗縣,1264,天恩診所,3535012011,360,苗栗縣苗栗市中正路39號
1264,2014,苗栗縣,1265,中心診所,3535010133,360,苗栗縣苗栗市中正路632號2樓
1265,2014,苗栗縣,1266,良宜診所,3535021396,358,苗栗縣苑裡鎮建國路106號
1266,2014,苗栗縣,1267,小太陽小兒科診所,3535021252,358,苗栗縣苑裡鎮和平路97號
1267,2014,苗栗縣,1268,小朋友小兒科診所,3535021314,358,苗栗縣苑裡鎮和平路116號
1268,2014,苗栗縣,1269,小熊的森林診所,3535021341,358,苗栗縣苑裡鎮房裡里10-3號
1269,2014,苗栗縣,1270,台安診所,3535020166,358,苗栗縣苑裡鎮世界路1段45號
1270,2014,苗栗縣,1271,李綜合社團法人苑裡李綜合醫院,0935020027,358,苗栗縣苑裡鎮苑南里和平路168號
1271,2014,苗栗縣,1272,苑裡鎮衛生所,2335020018,358,苗栗縣苑裡鎮公民街16號
1272,2014,苗栗縣,1273,通霄鎮衛生所,2335030014,357,苗栗縣通霄鎮通西里中正路9號之6
1273,2014,苗栗縣,1274,光田醫院,1535031041,357,苗栗縣通霄鎮通西里中山路88號
1274,2014,苗栗縣,1275,仁泰診所,3535031490,357,苗栗縣通霄鎮通西里中正路99號2樓
1275,2014,苗栗縣,1276,宜佑診所,3535030288,357,苗栗縣通霄鎮通西里中興路49號
1276,2014,苗栗縣,1277,竹南鎮衛生所,2335040010,350,苗栗縣竹南鎮大營路209號
1277,2014,苗栗縣,1278,大眾醫院,1535040086,350,苗栗縣竹南鎮光復路304號
1278,2014,苗栗縣,1279,慈祐醫院,1535040068,350,苗栗縣竹南鎮民治街17號
1279,2014,苗栗縣,1280,陳登璋小兒科診所,3535041665,350,苗栗縣竹南鎮光復路27號
1280,2014,苗栗縣,1281,楊內科診所,3535041674,350,苗栗縣竹南鎮光復路27號
1281,2014,苗栗縣,1282,連進昌診所,3535040239,350,苗栗縣竹南鎮博愛街143號
1282,2014,苗栗縣,1283,邱文仁診所,3535041503,350,苗栗縣竹南鎮中正路21、25號
1283,2014,苗栗縣,1284,高秀春診所,3535041594,350,苗栗縣竹南鎮中正路21、25號
1284,2014,苗栗縣,1285,宏仁診所,3535041647,350,苗栗縣竹南鎮守法街2-13號
1285,2014,苗栗縣,1286,姜成佼診所,3535041405,350,苗栗縣竹南鎮守法街16-3號
1286,2014,苗栗縣,1287,宏安診所,3535041638,350,苗栗縣竹南鎮自強街38號
1287,2014,苗栗縣,1288,頭份衛生所,2335050016,351,苗栗縣頭份鎮顯會路72號
1288,2014,苗栗縣,1289,慈惠聯合診所,3535051518,351,苗栗縣頭份鎮仁愛里銀河路118號
1289,2014,苗栗縣,1290,張內科,3535050066,351,苗栗縣頭份鎮中華路1038號
1290,2014,苗栗縣,1291,莊耳鼻喉科,3535050235,351,苗栗縣頭份鎮中華路938號
1291,2014,苗栗縣,1292,吳金垣小兒科,3535050388,351,苗栗縣頭份鎮自強路35號
1292,2014,苗栗縣,1293,晟新診所,3535051509,351,苗栗縣頭份鎮東興路63號
1293,2014,苗栗縣,1294,重光醫院,1535051178,351,苗栗縣頭份鎮中華路1039號
1294,2014,苗栗縣,1295,崇仁醫院,1535051196,351,苗栗縣頭份鎮東興路110號
1295,2014,苗栗縣,1296,為恭醫院,1135050020,351,苗栗縣頭份鎮信義路128號
1296,2014,苗栗縣,1297,祥安診所,3535050146,351,苗栗縣頭份鎮中華路928號
1297,2014,苗栗縣,1298,苗栗縣後龍鎮衛生所,2335060012,356,苗栗縣後龍鎮大庄里光華路375號
1298,2014,苗栗縣,1299,張聯合診所,3535060222,356,苗栗縣後龍鎮中華路60-12號
1299,2014,苗栗縣,1300,後龍診所,3535061416,356,苗栗縣後龍鎮大庄里中山路123號
1300,2014,苗栗縣,1301,卓蘭鎮衛生所,2335070018,369,苗栗縣卓蘭鎮中正路142號
1301,2014,苗栗縣,1302,老庄診所,3535071261,369,苗栗縣卓蘭鎮中山路63號1樓
1302,2014,苗栗縣,1303,卓錫彬診所,3535071145,369,苗栗縣卓蘭鎮新榮里中正路40號
1303,2014,苗栗縣,1304,農民診所,3535071270,369,苗栗縣卓蘭鎮中街里中正路145號
1304,2014,苗栗縣,1305,詹氏診所,3535070040,369,苗栗縣卓蘭鎮中街里中山路94號
1305,2014,苗栗縣,1306,大湖鄉衛生所,2335080014,360,苗栗縣大湖鄉中原路87號
1306,2014,苗栗縣,1307,大順醫院,1535081078,360,苗栗縣大湖鄉中正路48-5號
1307,2014,苗栗縣,1308,張仲達診所,3535090060,363,苗栗縣公館鄉館中村大同路128號
1308,2014,苗栗縣,1309,祥恩診所,3535091165,363,苗栗縣公館鄉館中村大同路80號
1309,2014,苗栗縣,1310,公館鄉衛生所,2335060012,363,苗栗縣公館鄉館中村大同路75號
1310,2014,苗栗縣,1311,公館診所,3535091218,363,苗栗縣公館鄉館東村5鄰安東街8號
1311,2014,苗栗縣,1312,佑誠診所,3535100089,366,苗栗縣銅鑼鄉新興路3-1號
1312,2014,苗栗縣,1313,平安診所,3535101095,366,苗栗縣銅鑼鄉中正路150號
1313,2014,苗栗縣,1314,銅鑼鄉衛生所,376450350I,366,苗栗縣銅鑼鄉銅鑼村新興路81號
1314,2014,苗栗縣,1315,南庄鄉衛生所,2335110017,353,苗栗縣南庄鄉大同路17號
1315,2014,苗栗縣,1316,苗栗縣頭屋鄉衛生所,2335120013,362,苗栗縣頭屋鄉頭屋村中山街54號
1316,2014,苗栗縣,1317,煥陽診所,3535120018,362,苗栗縣頭屋鄉獅潭村141-2號
1317,2014,苗栗縣,1318,三義鄉衛生所,2335130019,367,苗栗縣三義鄉廣盛村中正路152號
1318,2014,苗栗縣,1319,苗栗縣西湖鄉衛生所,2335140015,368,苗栗縣西湖鄉龍洞村1鄰16號
1319,2014,苗栗縣,1320,三湖診所,3535141053,368,苗栗縣西湖鄉三湖村店仔街42號1樓
1320,2014,苗栗縣,1321,造橋衛生所,2335150011,361,苗栗縣造橋鄉造橋村14鄰8-2號
1321,2014,苗栗縣,1322,三灣鄉衛生所,2335160017,352,苗栗縣三灣鄉親民路17號
1322,2014,苗栗縣,1323,賴鎮華診所,3535161046,352,苗栗縣三灣鄉三灣村9鄰中正路91號
1323,2014,苗栗縣,1324,"獅潭鄉
衛生所",2335170013,354,苗栗縣獅潭鄉新店村11鄰130-6號
1324,2014,苗栗縣,1325,泰安衛生所,2335180019,365,苗栗縣泰安鄉清安村2鄰72號
1325,2014,台中市,1326,新陽明診所,3503260154,404,台中市北區五權路２３２號
1326,2014,台中市,1327,博生婦產科診所,3536201361,412,台中市大里區德芳南路352號
1327,2014,台中市,1328,張文華診所,3536150190,414,台中市烏日區中山路一段423號
1328,2014,台中市,1329,宏輝內兒科診所,3517030100,403,台中市西區南屯路一段36-1號
1329,2014,台中市,1330,豐原惠生小兒科診所,3503010047,420,台中市豐原區圓環北路1段319-1號
1330,2014,台中市,1331,南區衛生所,2317040012,402,台中市南區工學路72號2樓
1331,2014,台中市,1332,衛生福利部豐原醫院,0136010010,420,台中市豐原區安康路100號
1332,2014,台中市,1333,楊啟坤耳鼻喉診所,3503010056,420,台中市豐原區豐東路16號
1333,2014,台中市,1334,吳志修耳鼻喉科診所,3536011465,420,台中市豐原區中山路347號
1334,2014,台中市,1335,清水區衛生所,2336040014,436,台中市清水區中山路92號
1335,2014,台中市,1336,蘇光緯診所,3536040233,436,台中市清水區中山路198號
1336,2014,台中市,1337,明生診所,3503060010,435,台中市梧棲區中央路一段931號
1337,2014,台中市,1338,大雅區衛生所,2336100015,428,台中市大雅區中清東路２３２號 
1338,2014,台中市,1339,林釗尚小兒科診所,3536101482,428,台中市大雅區大雅路149、151號
1339,2014,台中市,1340,外埔診所,3536130134,438,台中市外埔區大同里甲后路297號
1340,2014,台中市,1341,佳康診所,3536151517,414,台中市烏日區溪南路一段562號
1341,2014,台中市,1342,賴永清小兒科診所,3536151437,414,台中市烏日區中山路一段538號
1342,2014,台中市,1343,百健診所,3503160024,432,台中市大肚區沙田路2段614號
1343,2014,台中市,1344,昆海內兒科診所,3503290205,406,台中市北屯區中清路60-5號
1344,2014,台中市,1345,惠生小兒科診所,3517033567,403,台中市西區五權路201號1F
1345,2014,台中市,1346,中西區衛生所,2303240013,403,台中市西區民權路105號
1346,2014,台中市,1347,澄清綜合醫院,1517011112,400,台中市中區平等街139號
1347,2014,台中市,1348,行政院衛生署台中醫院,0117030010,403,台中市西區三民路一段199號
1348,2014,台中市,1349,東平內兒科診所,3517010537,400,台中市中區中正路311號
1349,2014,台中市,1350,蔡小兒科診所,3517030575,403,台中市西區安龍里五權路2-62號
1350,2014,台中市,1351,鄭煒達診所,3517031018,403,台中市西區公益路214號
1351,2014,台中市,1352,吳榮峰小兒科診所,3517031554,403,台中市西區公益路252號
1352,2014,台中市,1353,劉俊宏小兒科診所,3517033469,403,台中市西區向上路一段456號1F
1353,2014,台中市,1354,賴永章小兒科,3517033423,403,台中市西區大全街41號
1354,2014,台中市,1355,曙光小兒科診所,3517033361,403,台中市西區五權西三街814號
1355,2014,台中市,1356,美麗兒小兒科診所,3517033843,403,台中市西區向上路一段246號
1356,2014,台中市,1357,康貝兒小兒科診所,3517034135,403,台中市西區向上路一段553號
1357,2014,台中市,1358,邱永明小兒科診所,3517031036,403,台中市西區忠明南路465號
1358,2014,台中市,1359,佳慶診所,3517034368,403,台中市西區東興路三段272-1號1F
1359,2014,台中市,1360,吳東洀小兒科診所,3517030968,403,台中市西區美村路一段362號
1360,2014,台中市,1361,蔡芬苓小兒科診所,3517033254,403,台中市西區太原路212-1號
1361,2014,台中市,1362,王道文聯合門診小兒科診所,3517031867,403,台中市西區太原路一段38號1F
1362,2014,台中市,1363,阮春閔小兒科診所,3517031947,403,台中市西區南屯路一段148號1F
1363,2014,台中市,1364,徐小兒科診所,3517030146,403,台中市西區忠誠里20鄰華美西街一段206-1號
1364,2014,台中市,1365,承品診所,3517034073,403,台中市西區美村路一段150號
1365,2014,台中市,1366,"世紀聯合門診
崇安診所",3517031698,403,台中市西區健行路1056號2F
1366,2014,台中市,1367,劉義昇診所,3517031787,403,台中市西區公益路238號
1367,2014,台中市,1368,曜廷診所,3517030351,403,台中市西區向上北路166號
1368,2014,台中市,1369,雙安耳鼻喉科,3517031045,403,台中市西區向上路１段２７０號
1369,2014,台中市,1370,"曾憲彰耳鼻喉科
診所",3517034224,403,台中市西區五權西路一段275號1F
1370,2014,台中市,1371,新笙聯合診所,3517011178,403,台中市中區民權路100號1.3樓
1371,2014,台中市,1372,台中仁愛醫院,1117010019,400,台中市中區柳川東路三段36號
1372,2014,台中市,1373,第一醫院,1517011103,400,台中市中區民族路184號
1373,2014,台中市,1374,林森醫院,1517030055,403,台中市西區三民路一段152-1號
1374,2014,台中市,1375,國源診所,3517033852,403,台中市台中港路一段104號-9
1375,2014,台中市,1376,長春診所,3517034180,403,台中市西區中港路一段367號3樓
1376,2014,台中市,1377,維一診所,3517052026,403,台中市太原路一段220號
1377,2014,台中市,1378,漢陽內科診所,3517031161,403,台中市西區建國路63號
1378,2014,台中市,1379,宏安診所,3517033683,403,台中市西區林森路239號3樓
1379,2014,台中市,1380,中美偕診所,3517031732,403,台中市西區中美街145號
1380,2014,台中市,1381,夏幸賢診所,3517012504,403,台中市中區民權路154號
1381,2014,台中市,1382,劉彥山診所,3517030799,403,台中市西區向上路一段361號
1382,2014,台中市,1383,顏子淳耳鼻喉科診所,3503240198,403,台中市西區公益路190號
1383,2014,台中市,1384,美村婦產科診所,3517033665,403,台中市西區美村路１段５８８號
1384,2014,台中市,1385,東區衛生所,2317020010,401,台中市東區信義街142號
1385,2014,台中市,1386,全威診所,3517020917,401,台中市東區力行路45號
1386,2014,台中市,1387,台新醫院,1517020040,401,台中市東區振興路441號
1387,2014,台中市,1388,陳國華小兒科診所,3517020775,401,台中市東區進化路218之1號
1388,2014,台中市,1389,惟康耳鼻喉科診所,3517020891,401,台中市東區建成路662號
1389,2014,台中市,1390,兆揚內科診所,3517020873,401,台中市東區十甲路426號
1390,2014,台中市,1391,翔新診所,3503230067,401,台中市東區十甲東路768號
1391,2014,台中市,1392,佑佑診所,3517022199,401,台中市東區十甲路501號
1392,2014,台中市,1393,台安醫院進化總院,1517021074,401,台中市東區進化路203號
1393,2014,台中市,1394,中國東區分院,1317020519,401,台中市東區自由路三段296號
1394,2014,台中市,1395,林豐釜小兒科,3517022215,401,台中市東區旱溪東路ㄧ段293號
1395,2014,台中市,1396,中山醫學大學附設醫院,1317040011,402,台中市南區建國北路一段110號
1396,2014,台中市,1397,陳鉉煒小兒科,3517040839,402,台中市南區台中路156號
1397,2014,台中市,1398,李宜瑞診所,3517040428,402,台中市南區忠孝路101號
1398,2014,台中市,1399,王振偉小兒科,3517040820,402,台中市南區南屯路一段271號
1399,2014,台中市,1400,林志鴻小兒科,3517040900,402,台中市南區美村南路199號
1400,2014,台中市,1401,林忠立診所,3517041934,402,台中市南區美村南路58號
1401,2014,台中市,1402,慶藥疹所,3503250078,402,台中市南區國光路241號
1402,2014,台中市,1403,陳豪江診所,3517040777,402,台中市南區復興路二段100號
1403,2014,台中市,1404,祐強診所,3503250014,402,台中市南區工學路128號
1404,2014,台中市,1405,瑞銘診所,3503250050,402,台中市南區工學路50號
1405,2014,台中市,1406,陳德義診所,3517040697,402,台中市南區美村南路147號
1406,2014,台中市,1407,中山醫學大學附設醫院中興分院,1317040039,402,台中市南區復興路二段11號
1407,2014,台中市,1408,宏恩醫院　,1517040015,402,台中市南區復興路二段38-13號
1408,2014,台中市,1409,復興家醫科診所,3517040099,402,台中市南區復興路三段235號
1409,2014,台中市,1410,康乃文診所,3517040768,402,台中市南區三民西路232號
1410,2014,台中市,1411,羅倫檭診所,3517040115,402,台中市南區仁和路185號
1411,2014,台中市,1412,劉南華診所,3517040615,402,台中市南區南平路167號
1412,2014,台中市,1413,正安家醫科診所,3517042011,402,台中市南區高工路91號
1413,2014,台中市,1414,陳長庚診所,3517040624,402,台中市南區復興路二段133-1號
1414,2014,台中市,1415,林恆立診所,3517040526,402,台中市南區復興路三段339號
1415,2014,台中市,1416,穎眾兒科診所,3503250149,402,台中市南區工學路159號1樓
1416,2014,台中市,1417,北區衛生所,2317050018,404,台中市北區永興街301號4樓
1417,2014,台中市,1418,國軍台中總醫院中清院區,0517050010,404,台中市北區忠明路500號
1418,2014,台中市,1419,中國醫藥大學附設醫院,1317050017,404,台中市北區育德路２號
1419,2014,台中市,1420,施俊哲診所,3517053765,404,台中市北區忠明路510號1樓
