年度,縣市別,序號,醫療院所名稱,醫療院所十碼代碼,郵遞區號,地    址
2014,新北市,628,翰生診所,3531012695,220,新北市板橋區漢生西路73號
2014,新北市,629,揚明診所,3531015187,220,新北市板橋區陽明街38號
2014,新北市,630,樂欣診所,3531017761,220,新北市板橋區四維路108號
2014,新北市,631,信德診所,3531010780,220,新北市板橋區文化路ㄧ段310號
2014,新北市,632,徐小兒科診所,3531015481,220,新北市板橋區陽明街46-2號
2014,新北市,633,永墘診所,3531018339,220,新北市板橋區莒光路176號
2014,新北市,634,安麗耳鼻喉科診所,3531017547,220,新北市板橋區文化路1段290號
2014,新北市,635,建佑診所,3531016488,220,新北市板橋區雙十路二段164號
2014,新北市,636,余立俊診所,3531013012,220,新北市板橋區民權路202巷11弄2號
2014,新北市,637,黃景宏小兒科診所,3531013101,220,新北市板橋區陽明街63號
2014,新北市,638,林儀雯婦產科診所,3531017912,220,新北市板橋區民權路218號
2014,新北市,639,耀安小兒科診所,3531016862,220,新北市板橋區漢生東路324號
2014,新北市,640,嘉齡診所,3531016826,220,新北市板橋區中正路223號
2014,新北市,641,吳建明小兒科診所,3531013414,220,新北市板橋區四川路2段245巷46號
2014,新北市,642,周耳鼻喉科家醫科診所,3531010137,220,新北市板橋區文化路2段5號
2014,新北市,643,宏文小兒科診所,3531012980,220,新北市板橋區國光路45號
2014,新北市,644,菡生婦產科,3531017583,220,新北市板橋區漢生東路15號
2014,新北市,645,樂福診所,3531017083,220,新北市板橋區三民路2段89號
2014,新北市,646,張博揚小兒科診所,3531017298,220,新北市板橋區仁化街85號
2014,新北市,647,劉宜光診所,3531017681,220,新北市板橋區龍興街50號
2014,新北市,648,詹婦產科,3531010879,220,新北市板橋區文化路2段2號
2014,新北市,649,合泰婦產科小兒聯合診所,3531013898,220,新北市板橋區忠孝路19號
2014,新北市,650,亞東醫院,1131010011,220,新北市板橋區南雅南路2段21號
2014,新北市,651,土城區衛生所,2331130013,236,新北市土城區和平路26號
2014,新北市,652,學府實和聯合診所,3531132325,236,新北市土城區學府路1段121號
2014,新北市,653,羅林小兒科,3531132889,236,新北市土城區裕民路83號
2014,新北市,654,張國樑診所,3531130750,236,新北市土城區學府路1段72號
2014,新北市,655,恩樺醫院,1531131148,236,新北市土城區中央路1段7-18號
2014,新北市,656,康合診所,3531132530,236,新北市土城區清水路233號
2014,新北市,657,元復醫院,1531131139,236,新北市土城區中央路2段318號
2014,新北市,658,林明俊小兒科,3531130894,236,新北市土城區明德路1段22號
2014,新北市,659,廣全家醫診所,3531130812,236,新北市土城區學府路1段170號
2014,新北市,660,洪正祝小兒科,3531132709,236,新北市土城區延和路112號1樓
2014,新北市,661,永家婦產專科診所,3531133037,236,新北市土城區金城路2段250號
2014,新北市,662,新明診所,3531132656,236,新北市土城區金城路3段141號1樓
2014,新北市,663,誠康耳鼻喉科診所,3531133180,236,新北市土城區金城路3段137號
2014,新北市,664,秀偉小兒科,3531130125,236,新北市土城區金城路2段380號
2014,新北市,665,儷生婦產科診所,3531132978,236,新北市土城區金城路2段396號
2014,新北市,666,延平診所,3531130572,236,新北市土城區延和路205號
2014,新北市,667,羅文亮小兒科診所,3531132389,236,新北市土城區裕民路144號
2014,新北市,668,維康診所,3531130910,236,新北市土城區中央路1段224號
2014,新北市,669,城林小兒科,3531133153,236,新北市土城區中央路2段312號
2014,新北市,670,仁康診所,3531132996,236,新北市土城區青仁路28號
2014,新北市,671,蔡永福小兒科,3531130634,236,新北市土城區金城路3段176-1號
2014,新北市,672,人人診所,3531132834,236,新北市土城區中央路2段20-2號
2014,新北市,673,王培玲診所,3531131024,236,新北市土城區中央路1段110號
2014,新北市,674,裕安診所,3531133171,236,新北市土城區裕民路131號
2014,新北市,675,賴家庭醫學科診所,3531130358,236,新北市土城區中央路1段169號
2014,新北市,676,維誠小兒科,3531133117,236,新北市土城區中央路1段67-2號
2014,新北市,677,吉康小兒科,3531132585,236,新北市土城區學府路1段188號
2014,新北市,678,歐家庭醫學科診所,3531130741,236,新北市土城區中央路2段180巷15號
2014,新北市,679,土城診所,3531130483,236,新北市土城區中央路2段177巷22號
2014,新北市,680,廣川醫院,1531130052,236,新北市土城區裕民路276號
2014,新北市,681,土城劉內科診所,3531132718,236,新北市土城區裕民路226號
2014,新北市,682,維安小兒科診所,3531130536,236,新北市土城區中央路1段67-2號
2014,新北市,683,新莊區衛生所,2331060016,242,新北市新莊區中華路一段2號
2014,新北市,684,禾欣診所,3531065133,242,新北市新莊區復興路一段91號1樓
2014,新北市,685,青青診所,3531063389,242,新北市新莊區中平路50號
2014,新北市,686,寶祥診所,3531065463,242,新北市新莊區中平路53號
2014,新北市,687,安新診所,3531063567,242,新北市新莊區中正路145-22號
2014,新北市,688,大順醫院,1531060046,242,新北市新莊區中正路215號
2014,新北市,689,曜生婦產科,3531064082,242,新北市新莊區中正路243號
2014,新北市,690,聯安診所,3531061278,242,新北市新莊區中正路330號
2014,新北市,691,新仁醫院,931060016,242,新北市新莊區中正路395號
2014,新北市,692,輔大診所,3531064528,242,新北市新莊區中正路510號
2014,新北市,693,晉安診所,3531065294,242,新北市新莊區中正路700-24號
2014,新北市,694,樂生療養院,131060010,242,新北市新莊區中正路794號
2014,新北市,695,樂寶兒婦幼診所,3531065169,242,新北市新莊區中正路82-1號
2014,新北市,696,宏祐診所,3531064019,242,新北市新莊區中正路879-3號
2014,新北市,697,王榮文小兒科,3531061830,242,新北市新莊區中和街149 號
2014,新北市,698,益民醫院,1531061230,242,新北市新莊區中港路127號
2014,新北市,699,鄭骨科耳鼻喉科診所,3531060324,242,新北市新莊區中港路263號
2014,新北市,700,中心診所,3531063601,242,新北市新莊區中港路321號
2014,新北市,701,林定參診所,3531061929,242,新北市新莊區民安西路211號
2014,新北市,702,祐幼小兒科,3531061643,242,新北市新莊區民安西路21號
2014,新北市,703,新庚診所,3531063870,242,新北市新莊區民安西路370號
2014,新北市,704,志銘小兒科診所,3531063629,242,新北市新莊區民安路168號
2014,新北市,705,文鼎診所,3531065605,242,新北市新莊區民安路188巷8弄3號
2014,新北市,706,聯福診所,3531061867,242,新北市新莊區民安路232號
2014,新北市,707,天佑診所,3531065623,242,新北市新莊區幸福路670巷2弄21號
2014,新北市,708,懷生聯合診所,3531061125,242,新北市新莊區幸福路718號
2014,新北市,709,幸福小兒科,3531063647,242,新北市新莊區幸福路729號
2014,新北市,710,家恩診所,3531063709,242,新北市新莊區昌明街38號
2014,新北市,711,謝內兒科,3531060262,242,新北市新莊區武前街9號
2014,新北市,712,陳世昌婦產科,3531060995,242,新北市新莊區後港一路98號
2014,新北市,713,衛生福利部台北醫院,131060029,242,新北市新莊區思源路127號
2014,新北市,714,蔡鉅儒診所,3531061349,242,新北市新莊區西盛街180號
2014,新北市,715,新泰綜合醫院,1531060180,242,新北市新莊區新泰路157號
2014,新北市,716,王中煌診所,3531061009,242,新北市新莊區新泰路194號
2014,新北市,717,德安婦產科,3531060511,242,新北市新莊區新泰路31號
2014,新北市,718,福壽小兒科,3531065212,242,新北市新莊區福壽街134號
2014,新北市,719,春詠診所,3531064457,242,新北市新莊區龍安路278巷2號
2014,新北市,720,榜生婦產科診所,3531061607,242,新北市新莊區龍安路339號
2014,新北市,721,弘久診所,3531065730,242,新北市新莊區新泰路57號
2014,新北市,722,恩典診所,3531065669,242,新北市新莊區後港一路55號
2014,新北市,723,至祥診所,3531065712,242,新北市新莊區龍安路78號1F
2014,新北市,724,樂樂診所,3531065829,242,新北市新莊區龍安路475號
2014,新北市,725,頂安診所,3531065810,242,新北市新莊區復興路2段74號1F
2014,新北市,726,明新診所,3531065927,242,新北市新莊區建安街109號
2014,新北市,727,天給婦產科,3531060806,242,新北市新莊區幸福路670巷2弄23號
2014,基隆市,728,何朝榮診所,3511050297,203,基隆市中山區復興路176號 
2014,基隆市,729,和睦家診所,3511021563,206,基隆市七堵區福二街198號
2014,基隆市,730,中正區衛生所,2311010010,202,基隆市中正區中正路786-1號
2014,基隆市,731,三軍總醫院附設基隆民眾診療服務處,511040010,202,基隆市中正區正榮街100號
2014,基隆市,732,醫療財團法人臺灣區媒礦業基金會基隆門診部,3511010480,202,基隆市中正區義一路76號2.3.4樓
2014,基隆市,733,林承興診所,3511010524,202,基隆市中正區北寧路319號
2014,基隆市,734,博群診所,3511010702,202,基隆市中正區新豐街446號
2014,基隆市,735,兒童中心診所,3511011950,202,基隆市中正區義一路46號
2014,基隆市,736,陳如儀兒科診所,3511012073,202,基隆市中正區義一路62號
2014,基隆市,737,八斗子診所,3511012117,202,基隆市中正區北寧路378-1號2樓
2014,基隆市,738,朱僑光婦產科,3511011870,202,基隆市中正區義一路54號
2014,基隆市,739,王立文婦產科,3511010202,202,基隆市中正區義一路41號
2014,基隆市,740,王孫斌婦產科,3511010551,202,基隆市中正區義一路69號
2014,基隆市,741,心心診所,3511011790,202,基隆市中正區中正路１９７號 
2014,基隆市,742,合成診所,3511010588,202,基隆市中正區祥豐街２０５號
2014,基隆市,743,七堵區衛生所,2311020016,206,基隆市七堵區明德一路169號
2014,基隆市,744,紀醫師診所,3511020226,206,基隆市七堵區開元路83號
2014,基隆市,745,正光內兒科診所,3511020057,206,基隆市七堵區南興路12號１樓
2014,基隆市,746,廖內兒科診所,3511020066,206,基隆市七堵區南興路101號
2014,基隆市,747,佑仁聯合診所,3511020235,206,基隆市七堵區開元路59-1號１樓、地下室１樓
2014,基隆市,748,基隆市暖暖區衛生所,2311030012,205,基隆市暖暖區暖暖街281巷98號
2014,基隆市,749,醫療財團法人臺灣區煤礦業基金會臺灣礦工醫院,1411030013,205,基隆市暖暖區源遠路29號
2014,基隆市,750,婁診所,3511030053,205,基隆市暖暖區暖暖街171號
2014,基隆市,751,廖醫師診所,3511030124,205,基隆市暖暖區源遠路231號
2014,基隆市,752,碇內診所,3511031247,205,基隆市暖暖區源遠路323號
2014,基隆市,753,康合診所,3511031256,205,基隆市暖暖區源遠路281-1號1樓
2014,基隆市,754,仁愛區衛生所,2311040018,200,基隆市仁愛區光一路26號
2014,基隆市,755,三軍總醫院附設基隆民眾診療服務處-孝二路門診處,511040010,200,基隆市仁愛區孝二路39號
2014,基隆市,756,李任堅小兒科診所,3511040479,200,基隆市仁愛區孝一路86號
2014,基隆市,757,王孟俊診所,3511040639,200,基隆市仁愛區南榮路143號
2014,基隆市,758,安基診所,3511040988,200,基隆市仁愛區愛五路34號5樓
2014,基隆市,759,仁祥診所,3511041109,200,基隆市仁愛區忠一路20號
2014,基隆市,760,仁愛診所,3511041181,200,基隆市仁愛區孝三路80號
2014,基隆市,761,中山區衛生所,2311050014,203,基隆市中山區中山二路15號
2014,基隆市,762,至誠診所,3511050108,203,基隆市中山區安一路3號 ?
2014,基隆市,763,林義宏診所,3511050260,203,基隆市中山區基隆市復興路265號一樓 ?
2014,基隆市,764,安定診所,3511051507,203,基隆市中山區安一路90號 ?
2014,基隆市,765,安樂區衛生所,2311060010,204,基隆市安樂區安樂路２段164號１樓前棟
2014,基隆市,766,財團法人長庚紀念醫院基隆分院-院本部,1111060015,204,基隆市安樂區麥金路222號
2014,基隆市,767,財團法人長庚紀念醫院基隆分院-情人湖院區,1111060015,204,基隆市安樂區基金一路 208 巷 200 號　
2014,基隆市,768,李卓為診所,3511060159,204,基隆市安樂區基金一路133-5號１樓
2014,基隆市,769,信義區衛生所,2311070016,201,基隆市信義區信一路69號
2014,基隆市,770,衛生福利部基隆醫院,111070010,201,基隆市信義區信二路268號
2014,基隆市,771,基隆市立醫院-門診部,211070012,202,基隆市中正區義二路2巷6號　
2014,基隆市,772,基隆市立慢性病防治所,2211070014,201,基隆市信義區信二路266號
2014,基隆市,773,黃振國診所,3511070191,201,基隆市信義區東信路218號
2014,基隆市,774,國泰家醫診所,3511071367,201,基隆市信義區信一路115號
2014,宜蘭縣,775,宜蘭縣宜蘭市衛生所,2334010018,260,宜蘭縣宜蘭市民權里復興路１段３號
2014,宜蘭縣,776,國立陽明大學附設醫院,434010518,260,宜蘭縣宜蘭市新民路１５２號
2014,宜蘭縣,777,財團法人蘭陽仁愛醫院,1134010022,260,宜蘭縣宜蘭市中山路２段２６０號
2014,宜蘭縣,778,臺北榮總員山分院附設門診部,2634010014,260,宜蘭縣宜蘭市林森路1號
2014,宜蘭縣,779,宜蘭縣慢性病防治所,2234010016,260,宜蘭縣宜蘭市健康路二段路2-2號
2014,宜蘭縣,780,曹天德診所,3534010522,260,宜蘭縣宜蘭市舊城東路３－１號
2014,宜蘭縣,781,宜蘭普門醫療財團法人普門診所,4034010017,260,宜蘭縣宜蘭市神農路１段８７號
2014,宜蘭縣,782,普仁健康診所,3534010559,260,宜蘭縣宜蘭市民權路１段２號
2014,宜蘭縣,783,開蘭安心診所,3534012062,260,宜蘭縣宜蘭市神農路１段95號
2014,宜蘭縣,784,陳義文兒科診所,3534010586,260,宜蘭縣宜蘭市中山路２段358號
2014,宜蘭縣,785,李碧峰兒科診所,3534010282,260,宜蘭縣宜蘭市中山路3段２９號
2014,宜蘭縣,786,林內兒科診所,3534010166,260,宜蘭縣宜蘭市聖後街１７３號
2014,宜蘭縣,787,潘仁進診所,3534010773,260,宜蘭縣宜蘭市中山路２段６１號１樓
2014,宜蘭縣,788,周明偉診所,3534010273,260,宜蘭縣宜蘭市光復路３９號
2014,宜蘭縣,789,華杏診所,3534010415,260,宜蘭縣宜蘭市民族路290號
2014,宜蘭縣,790,宜蘭縣羅東鎮衛生所,2334020014,265,宜蘭縣羅東鎮民生路７９號
2014,宜蘭縣,791,財團法人天主教靈醫會羅東聖母醫院,1234020011,265,宜蘭縣羅東鎮中正南路１６０號
2014,宜蘭縣,792,財團法人羅許基金會羅東博愛醫院,1434020015,265,宜蘭縣羅東鎮南昌街８１－８３號
2014,宜蘭縣,793,謝世雄診所,3534021856,265,宜蘭縣羅東鎮倉前路５３號
2014,宜蘭縣,794,謝漢池診所,3534020359,265,宜蘭縣羅東鎮忠孝路９１號
2014,宜蘭縣,795,吳得中診所,3534021847,265,宜蘭縣羅東鎮興東路１１８號３樓
2014,宜蘭縣,796,陳文貴診所,3534020608,265,宜蘭縣羅東鎮興東路１１８號
2014,宜蘭縣,797,游信得診所,3534021909,265,宜蘭縣羅東鎮復興路２段１６１號
2014,宜蘭縣,798,陳內兒科診所,3534020224,265,宜蘭縣羅東鎮民權路５６巷１１號
2014,宜蘭縣,799,陳重慶診所,3534021838,265,宜蘭縣羅東鎮民族路７０號
2014,宜蘭縣,800,黃內兒科診所,3534020144,265,宜蘭縣羅東鎮振泰街２１號
2014,宜蘭縣,801,泰林診所,3534020304,265,宜蘭縣羅東鎮興東南路１７０號
2014,宜蘭縣,802,北成診所,3534020582,265,宜蘭縣羅東鎮中山路４段２４０號
2014,宜蘭縣,803,許醫師內兒科診所,3534020279,265,宜蘭縣羅東鎮長春路35號
2014,宜蘭縣,804,佳音診所,3534021730,265,宜蘭縣羅東鎮光榮路４２１號
2014,宜蘭縣,805,芳山診所,3534020671,265,宜蘭縣羅東鎮中正路１５６號
2014,宜蘭縣,806,王維昌診所,3534020395,265,宜蘭縣羅東鎮公正路１６７－３號
2014,宜蘭縣,807,吳振華兒科診所,3534020635,265,宜蘭縣羅東鎮中正南路６３號
2014,宜蘭縣,808,黃耀發兒科診所,3534020153,265,宜蘭縣羅東鎮公正路１３８號
2014,宜蘭縣,809,藍正州兒科診所,3534021954,265,宜蘭縣羅東鎮南門路２０號
2014,宜蘭縣,810,優昇診所,3534020028,265,宜蘭縣羅東鎮和平路74號
2014,宜蘭縣,811,洪仁宗診所,3534020653,265,宜蘭縣羅東興東南路257號
2014,宜蘭縣,812,洪內兒科診所,3534020206,265,宜蘭縣羅東興天津路3號
2014,宜蘭縣,813,黃圭龍小兒科診所,3534021749,265,宜蘭縣羅東鎮維揚路32號
2014,宜蘭縣,814,周建章診所,3534020297,265,宜蘭縣羅東鎮長春路21號
2014,宜蘭縣,815,普濟診所,3534020537,265,宜蘭縣羅東鎮興東南路233號
2014,宜蘭縣,816,林榆森小兒科診所,3534022004,265,宜蘭縣羅東鎮公正路230號
2014,宜蘭縣,817,家家診所,3534022031,265,宜蘭縣羅東鎮中山路3段277號
2014,宜蘭縣,818,劉醫師小兒科診所,3534022102,265,宜蘭縣羅東鎮純精路2段229號
2014,宜蘭縣,819,游能俊診所,3534021927,265,宜蘭縣宜蘭縣羅東鎮光榮路491號
2014,宜蘭縣,820,宜蘭縣蘇澳鎮衛生所,2334030010,270,宜蘭縣蘇澳鎮志成路６０號
2014,宜蘭縣,821,臺北榮總蘇澳分院,634030014,270,宜蘭縣蘇澳鎮蘇濱路1段301號
2014,宜蘭縣,822,臺北榮總蘇澳分院附設門診部,2634031022,270,宜蘭縣蘇澳鎮中山路１段４３９號
2014,宜蘭縣,823,吳昌達診所,3534031503,270,宜蘭縣蘇澳鎮海邊路１４１號
2014,宜蘭縣,824,周金章診所,3534030159,270,宜蘭縣蘇澳鎮中山路１段１１６號
2014,宜蘭縣,825,曾家庭醫學科診所,3534031432,270,宜蘭縣蘇澳鎮大同路２９號
2014,宜蘭縣,826,健仁內科診所,3534031549,270,宜蘭縣宜蘭縣蘇澳鎮興安路３2號(10/1起新址)
2014,宜蘭縣,827,金明診所,3534031370,270,宜蘭縣宜蘭縣蘇澳鎮南安里南安路175號
2014,宜蘭縣,828,宜蘭縣頭城鎮衛生所,2334040016,261,宜蘭縣頭城鎮吉祥路15號
2014,宜蘭縣,829,宜蘭縣礁溪鄉衛生所,2334050012,262,宜蘭縣礁溪鄉礁溪路４段１２６號B1
2014,宜蘭縣,830,杏和醫院,1534050024,262,宜蘭縣礁溪鄉礁溪路４段１２９號
2014,宜蘭縣,831,安信診所,3534051274,262,宜蘭縣礁溪鄉中山路１段120號
2014,宜蘭縣,832,宜蘭縣壯圍鄉衛生所,2334060018,263,宜蘭縣壯圍鄉吉祥村中央路2段290號
2014,宜蘭縣,833,陳登賢診所,3534060059,263,宜蘭縣壯圍鄉壯濱路３段３８５號
2014,宜蘭縣,834,楊崑診所,3534061109,263,宜蘭縣壯圍鄉吉祥村中央路2段297號
2014,宜蘭縣,835,宜蘭縣員山鄉衛生所,2334070014,264,宜蘭縣員山鄉復興路２號
2014,宜蘭縣,836,臺北榮總員山分院,634070018,264,宜蘭縣員山鄉內城村榮光路３８６號
2014,宜蘭縣,837,宜蘭普門醫療財團法人普門醫院,1134070019,264,宜蘭縣員山鄉尚深路９１號
2014,宜蘭縣,838,信望愛診所,3534071123,264,宜蘭縣員山鄉復興路６號
2014,宜蘭縣,839,張世屏診所,3534070108,264,宜蘭縣員山鄉員山村員山路１段192號
2014,宜蘭縣,840,宜蘭縣冬山鄉衛生所,2334081026,269,宜蘭縣冬山鄉中正路１６號
2014,宜蘭縣,841,王內科診所,3534080131,269,宜蘭縣冬山鄉義成路３段５６２號
2014,宜蘭縣,842,吳建志診所,3534080122,269,宜蘭縣冬山鄉冬山路５段２１２號
2014,宜蘭縣,843,宜蘭縣五結鄉衛生所,2334090016,268,宜蘭縣五結鄉五結村五結路２段３３７號
2014,宜蘭縣,844,宏安診所,3534091214,268,宜蘭縣五結鄉中正1段168號
2014,宜蘭縣,845,吉祥診所,3534091189,268,宜蘭縣五結鄉五結路2段443號
2014,宜蘭縣,846,王家泰診所,3534091241,268,宜蘭縣五結鄉中正西路23號
2014,宜蘭縣,847,宜蘭縣三星鄉衛生所,2334100017,266,宜蘭縣三星鄉三星路５段７０號
2014,宜蘭縣,848,三星診所,3534100030,266,宜蘭縣三星鄉三星路５段１６２號
2014,宜蘭縣,849,宜蘭縣大同鄉衛生所,2334110013,267,宜蘭縣大同鄉崙埤村朝陽４０號
2014,宜蘭縣,850,宜蘭縣南澳鄉衛生所,2334120019,272,宜蘭縣南澳鄉蘇花路２段３７５號
2014,金門縣,851,衛福部金門醫院,190030516,891,金門縣金湖鎮新市里復與路1-12號
2014,金門縣,852,金城鎮衛生所,2390010010,893,金門縣金城鎮民權路147號
2014,金門縣,853,金寧鄉衛生所,2390040518,892,金門縣金寧鄉仁愛新村2-1號
2014,金門縣,854,金湖鎮衛生所,2390030030,891,金門縣金湖鎮成功村7-1號
2014,金門縣,855,金沙鎮衛生所,2390020016,890,金門縣金沙鎮三民路 16號
2014,金門縣,856,烈嶼鄉衛生所,2390050032,894,金門縣烈嶼鄉林湖村西宅46號
2014,金門縣,857,新超群診所,3590011325,893,金門縣金城鎮民生路37-2號
2014,金門縣,858,陳水湖診所,3590040013,892,金門縣金寧鄉仁愛新村131號
2014,金門縣,859,吾家診所,3590011218,893,金門縣金城鎮富康一村一巷12號
2014,金門縣,860,安仁家醫科內科診所,3590011281,893,金門縣金城鎮民權路141號
2014,連江縣,861,連江縣立醫院,291010010,209,連江縣南竿鄉復興村217號
2014,連江縣,862,北竿衛生所,2391020010,210,連江縣北竿鄉塘岐村25號
2014,連江縣,863,東莒衛生所,2391030026,211,連江縣莒光鄉大坪村61號
2014,連江縣,864,西莒衛生所,2391030016,211,連江縣莒光鄉青帆村16號
2014,連江縣,865,東引衛生所,2391040012,212,連江縣東引鄉中柳村95-1號
2014,桃園縣,866,桃園市衛生所,2332010010,330,桃園縣桃園市國豐三街123號4樓
2014,桃園縣,867,衛生福利部桃園醫院,132010014,330,桃園縣桃園市中山路1492號
2014,桃園縣,868,臺北榮民總醫院桃園分院,632010014,330,桃園縣桃園市成功路三段100號
2014,桃園縣,869,敏盛綜合醫院,1532011154,330,桃園縣桃園市經國路168號
2014,桃園縣,870,福太醫院,1532011136,330,桃園縣桃園市民族路85號
2014,桃園縣,871,沙爾德聖保祿修女會醫療財團法人聖保祿醫院,1232010026,330,桃園縣桃園市建新街123號
2014,桃園縣,872,大興維格內科診所,3532016286,330,桃園縣桃園市大興西路二段131.135號
2014,桃園縣,873,何翊菁診所,3532014773,330,桃園縣桃園市中埔六街123號
2014,桃園縣,874,曹景雄小兒科診所,3532014675,330,桃園縣桃園市延平路113號
2014,桃園縣,875,禾安診所,3532015713,330,桃園縣桃園市延平路115號
2014,桃園縣,876,尚群診所,3532014157,330,桃園縣桃園市三民路三段512號
2014,桃園縣,877,李應燦診所,3532011218,330,桃園縣桃園市中山路52號
2014,桃園縣,878,昇暉診所,3532012564,330,桃園縣桃園市永安路273號
2014,桃園縣,879,聖昌診所,3532015529,330,桃園縣桃園市大業路一段318號
2014,桃園縣,880,德康診所,3532016311,330,桃園縣桃園市南華街108號
2014,桃園縣,881,聖德診所,3532016517,330,桃園縣桃園市同德六街125號
2014,桃園縣,882,吉兒診所,3532014871,330,桃園縣桃園市民光東路107號
2014,桃園縣,883,正興診所,3532016142,330,桃園縣桃園市桃鶯路452號
2014,桃園縣,884,孫德金小兒科診所,3532012948,330,桃園縣桃園市桃鶯路112號
2014,桃園縣,885,郝志偉小兒科,3532012000,330,桃園縣桃園市中山東路101號
2014,桃園縣,886,林振實小兒科診所,3532012582,330,桃園縣桃園市南華街46號
2014,桃園縣,887,顧小兒科診所,3532012975,330,桃園縣桃園市國際路一段1146號
2014,桃園縣,888,永晉診所,3532015556,330,桃園縣桃園市上海路110號1樓
2014,桃園縣,889,親子診所,3532012751,330,桃園縣桃園市南平路195號
2014,桃園縣,890,亞聯小兒科診所,3532016026,330,桃園縣桃園市大興西路二段76巷5號
2014,桃園縣,891,蘇裕哲診所,3532014684,330,桃園縣桃園市國鼎一街36號
2014,桃園縣,892,永欣診所,3532014808,330,桃園縣桃園市大興路191號
2014,桃園縣,893,佳祐診所,3532011852,330,桃園縣桃園市復興路402號
2014,桃園縣,894,正典診所,3532014595,330,桃園縣桃園市莊敬路一段342-5號1樓
2014,桃園縣,895,胡錕杰診所,3532014924,330,桃園縣桃園市中埔二街12號
2014,桃園縣,896,鴻林耳鼻喉科診所,3532012966,330,桃園縣桃園市中正路567號
2014,桃園縣,897,健安診所,3532016080,330,桃園縣桃園市龍安街110號
2014,桃園縣,898,合康診所,3532012493,330,桃園縣桃園市國際路二段10號
2014,桃園縣,899,李柏鋒診所,3532014782,330,桃園縣桃園市中山路807號
2014,桃園縣,900,全家親子診所,3532016357,330,桃園縣桃園市中正路605號
2014,桃園縣,901,昇源診所,3532015378,330,桃園縣桃園市中正路1197號1樓
2014,桃園縣,902,林振銘小兒科診所,3532010337,330,桃園縣桃園市中山路214號
2014,桃園縣,903,林瑞家診所,3532011683,330,桃園縣桃園市中正路671號
2014,桃園縣,904,許清泉小兒科診所,3532010346,330,桃園縣桃園市中山路89號
2014,桃園縣,905,陸勇亮診所,3532011414,330,桃園縣桃園市桃鶯路273號
2014,桃園縣,906,智元診所,3532015270,330,桃園縣桃園市大業路一段333號
2014,桃園縣,907,歐小兒科診所,3532014460,330,桃園縣桃園市春日路299號
2014,桃園縣,908,謝秋梅診所,3532012635,330,桃園縣桃園市大有路428號
2014,桃園縣,909,良譽小兒科,3532010239,330,桃園縣桃園市同德二街79號
2014,桃園縣,910,明欣診所,3532015976,330,桃園縣桃園市南平路206號之2
2014,桃園縣,911,翰陽診所,3532016955,330,桃園縣桃園市中正路947號1樓
2014,桃園縣,912,欣欣診所,3532015903,330,桃園縣桃園市中正路1009號1樓
2014,桃園縣,913,奕恩小兒科診所,3532014728,330,桃園縣桃園市天祥三街36號
2014,桃園縣,914,聖家小兒科診所,3532012617,330,桃園縣桃園市中山路523號
2014,桃園縣,915,林信佑診所,3532016508,330,桃園縣桃園市大業路一段127號
2014,桃園縣,916,晨暘診所,3532016446,330,桃園縣桃園市寶山街235-2號
2014,桃園縣,917,健新耳鼻喉科診所,3532015190,330,桃園縣桃園市建國路29號
2014,桃園縣,918,桃新醫院,1532010120,330,桃園縣桃園市復興路195號
2014,桃園縣,919,蕭閔誌診所,3532014951,330,桃園縣桃園市中平路99號1樓
2014,桃園縣,920,良祐診所,3532014997,330,桃園縣桃園市南平路336號
2014,桃園縣,921,家和診所,3532016571,330,桃園縣桃園市大業路二段13號1樓
2014,桃園縣,922,振興診所,3532015731,330,桃園縣桃園市中正路543號
2014,桃園縣,923,忠央診所,3532010104,330,桃園縣桃園市中正路505號
2014,桃園縣,924,德仁醫院,1532011163,330,桃園縣桃園市桃鶯路245號
2014,桃園縣,925,大為診所,3532016035,330,桃園縣桃園市春日路1173號
2014,桃園縣,926,冠忠診所,3532011450,330,桃園縣桃園市昆明路57號
2014,桃園縣,927,桃安診所,3532015814,330,桃園縣桃園市成功路2段65號
2014,桃園縣,928,大順診所,3532016713,330,桃園縣桃園市南平路302-3號
2014,桃園縣,929,桃庚聯合診所,3532012591,330,桃園縣桃園市中山路595號
2014,桃園縣,930,美劭診所,3532014666,330,桃園縣桃園市永安路389號
2014,桃園縣,931,同德診所,3532016759,330,桃園縣桃園市永安北路418號1樓
2014,桃園縣,932,游昆裕診所,3532011914,330,桃園縣桃園市桃二街3號1樓
2014,桃園縣,933,吳鎮宇耳鼻喉科診所,3532014399,330,桃園縣桃園市中山路687號
2014,桃園縣,934,李亦倫診所,3532016580,330,桃園縣桃園市中山路685號
2014,桃園縣,935,陳治平肝膽胃腸專科診所,3532015065,330,桃園縣桃園市中山路685號
2014,桃園縣,936,全安診所,3532015770,330,桃園縣桃園市介壽路228號1-4樓
2014,桃園縣,937,永安診所,3532010462,330,桃園縣桃園市永安路460號
2014,桃園縣,938,惠民診所,3532011441,330,桃園縣桃園市三民路三段282號
2014,桃園縣,939,胡順志診所,3532016197,330,桃園縣桃園市中埔六街67號1樓
2014,桃園縣,940,康瑞耳鼻喉科診所,3532012475,330,桃園縣桃園市大有路504號1樓
2014,桃園縣,941,仁禾診所,3532017103,330,桃園縣桃園市永安路234號
2014,桃園縣,942,中壢市衛生所,2332020016,320,桃園縣中壢市溪州街296號
2014,桃園縣,943,中庚聯合診所,3532025338,320,桃園縣中壢市福德路15號1樓
